Manufacturers Name,business name,date of accident,Time of Accident,AM/PM,vehicle year,make,model,state vehicle is registered in,address/location of accident,city,county,state,zip code,vehicle movment status,involved in the accident,number of vehicle involved,vehicle damage,Damage locations,other vehicle year,other vehicle model,other vehicle state registration,other vehicle movment status,other vehicle involved in accident,other vehicle number of vehicle involved,injury/death or property 1,injury/death or property 2,autonomus mode,accident decription,weather vehicle 1,weather vehicle 2,lighting vehicle 1,lighting vehicle 2,road surface vehicle 1,road surface vehicle 2,road conditions vehicle 1,road conditions vehicle 2,movment preceding collision vehicle 1,movment preceding collision vehicle 2,type of collsion vehcile 1,type of collsion vehcile 2,other factors,
GM Cruise LLC,Cruise,11/09/2019,09:59,0,2020,Chevrolet,Bolt,CA,Howard St. and 11th St. ,San Francisco,San Francisco,CA,94103,1,-1,3,2,0,2016,Yamaha YZF-R3,CA,0,-1,3,-1,-1,1,"A Cruise autonomous vehicle (“Cruise AV”), operating in autonomous mode, was traveling southeast bound on 11th Street between Howard and Folsom Streets when the Cruise AV slowed down for a passing motorcyclist behind it. The driver of the Cruise AV disengaged from autonomous mode and, shortly thereafter, the motorcyclist made contact with the left rear corner of the Cruise AV. The collision resulted in damage to both the Cruise AV and the motorcycle. There were no injuries and police were not called.",0,0,0,0,0,0,7,7,7,8,-1,1,-1,
GM Cruise LLC,Cruise,11/10/2019,12:55,0,2020,Chevrolet,Bolt,CA,1499 Vallejo St. ,San Francisco,San Francisco,CA,94109,1,-1,2,3,11 15 19 ,Empty,Tiguan,CA,0,-1,2,-1,-1,-1,"A Cruise autonomous vehicle (“Cruise AV”) was involved in a collision while parked in conventional mode on the westbound side of Vallejo Street near the intersection with Polk Street. While the Cruise AV was parked parallel to the curb on the street, another vehicle traveling westbound on Vallejo in the left adjacent traffic lane sideswiped and made contact with the left side of the Cruise AV and the parked vehicle in front of the Cruise AV, damaging the Cruise AV’s driver’s side mirror, camera, articulating radar assembly, and doors. The driver of the other vehicle left the scene without exchanging information. There were no injuries and police were not called. ",0,0,2,2,0,0,7,7,14,1,-1,1,-1,
GM Cruise LLC,Cruise,11/18/2019,09:45,0,2020,Chevrolet,Bolt,CA,13th St. and Bryant St.,San Francisco,San Francisco,CA,94103,0,-1,2,2,23 27 ,2015,RX350,CA ,0,-1,2,-1,-1,1,"A Cruise autonomous vehicle (“Cruise AV”) being driven in conventional mode was involved in a collision while traveling eastbound on 13th Street near the intersection with Bryant Street. While pulling up behind another vehicle in the left turn lane, the driver of the Cruise AV accelerated and made contact with the other vehicle’s right rear bumper, damaging the Cruise AV’s front right headlight, front center radar, and radar assembly. There were no injuries and police were not called.",0,0,0,0,0,0,7,7,7,7,2,-1,-1,
"Lyft, Inc.","Lyft, Inc",11/19/2019,02:04,-1,2018,Ford,Fusion,CA,Medical Foundation Dr and El Camino Blvd.,Palo Alto,Santa Clara,CA,94301,-1,-1,2,-1,-1,2019,Outback,CA,-1,-1,2,-1,-1,-1,"On November 19, 2019 at approximately 2:04pm in clear weather, a Lyft Autonomous Vehicle (“Lyft AV”) was travelling at 29.6mph in autonomous mode northbound in the right lane on El Camino Real Blvd in Palo Alto, CA when the Safety Driver commanded manual mode with steering and brake inputs in immediate reaction to the third party vehicle in the adjacent center lane abruptly cutting in to the AV's lane, apparently attempting to make a last-second right turn onto Medical Foundation Drive.  Approximately 1.5 seconds later, the third party vehicle collided with AV which was then travelling at 14mph. The third party passenger vehicle made contact with the Lyft AV’s front left lidar sensor and the driver side fender.  Damage was limited to the third party’s passenger side door and passenger side fender, and the Lyft AV’s front bumper, left bumper lidar sensor and driver side fender. No injuries were reported and law enforcement was not called.",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
Zoox Inc.,Zoox,11/22/2019,11:11,1,2016,Toyota,Highlander,CA,5th St. and Folsom St.,San Francisco,San Francisco,CA,94017,0,-1,2,3,27 28 29 ,Empty,Infinity M35,Empty,0,-1,Empty,0,-1,1,"The Zoox vehicle(1) was in conventional mode traveling southbound on 5th Street and making a protected left turn with green arrow ontoFolsom Street. The other party's vehicle(2), while being pursued by members of the San Francisco Police Department, illegally entered theintersection from the opposite direction of travel on 5th Street at a high rate of speed and collided with the front/driver's side corner of theZoox vehicle(1). The force of the impact deployed all front airbags of the Zoox vehicle(1). Both occupants of the Zoox vehicle(1)complained of minor injuries, but declined ambulance transportation.",0,0,2,2,0,0,7,7,4,1,0,0,-1,
GM Cruise LLC,Cruise,11/25/2019,07:00,1,2020,Chevrolet,Bolt,CA,California St. and Hyde St. ,San Francisco,San Francisco,CA,94109,1,-1,2,2,1 2 ,1999,Ranger,CA,0,-1,2,2,-1,0,"A Cruise autonomous vehicle (“Cruise AV”), operating in autonomous mode, was making a right turn from eastbound California Street onto southbound Hyde Street when another vehicle made contact with the Cruise AV’s rear bumper, damaging the rear fascia and the rear center radars. There were no injuries reported at the scene by either party and police were not called. Days after the collision, the Cruise AV test operator sitting in the driver's seat reported injuries. [originally filed 12/4/2019, amended 12/16/2019]",0,0,2,2,0,0,7,7,3,3,-1,2,-1,
GM Cruise LLC,Cruise,11/29/2019,10:41,0,2020,Chevrolet,Bolt,CA,Embarcadero St. and Washington St. ,San Francisco,San Francisco,CA,94105,0,-1,2,3,0 1 2 ,2014,Audi Q4,CA,0,-1,2,2,3,1,"A Cruise autonomous vehicle (“Cruise AV”), operating in autonomous mode, was traveling southeast bound on The Embarcadero at the intersection with Washington Street when the Cruise AV slowed down. The driver of the Cruise AV disengaged from autonomous mode and, shortly thereafter, another vehicle made contact with the rear bumper of the Cruise AV, damaging the Cruise AV’s rear fascia assembly and radars. There were no injuries reported at the scene by either party and police were not called. Both of the Cruise AV test operators later mentioned neck and back pain.",0,0,0,0,0,0,7,7,1,1,-1,2,-1,
GM Cruise LLC,Cruise,12/08/2019,09:14,0,2020,Chevrolet,Bolt,CA,30th Avenue and California Street,San Francisco,San Francisco,CA,94121,1,-1,2,2,1,2016,Outback,CA,0,-1,2,-1,-1,0,"A Cruise autonomous vehicle (“Cruise AV”), operating in autonomous mode, was stopped at a 4-way stop on southbound 30th Avenue at the intersection with California Street when another vehicle made contact with the Cruise AV’s rear bumper, damaging the rear fascia and rear center radar assembly of the Cruise AV. There were no injuries and police were not called.",0,0,0,0,0,0,7,7,0,7,-1,2,-1,
GM Cruise LLC,Cruise,12/13/2019,07:55,0,2020,Chevrolet,Bolt,CA,Bryant St. and Delancey St. ,San Francisco,San Francisco,CA,94107,0,-1,2,2,0 1 ,2018,Q5,CA,0,-1,2,2,3,1,"A Cruise autonomous vehicle (“Cruise AV”) being driven in conventional mode was involved in a collision on Delancey Street south of the intersection with Brannan Street. While the driver of the Cruise AV was reversing out of its perpendicular parking spot on Delancey, another vehicle simultaneously reversing out of its perpendicular parking spot on the opposite side of the street made contact with the rear bumper of the Cruise AV, damaging the Cruise AV’s left tail lamp assembly and rear fascia. There were no injuries reported at the scene by either party and police were not called. Days after the collision, both of the Cruise AV test operators reported injuries.",0,0,0,0,0,0,7,7,10,10,-1,2,-1,
GM Cruise LLC,Cruise,12/19/2019,10:27,0,2020,Chevrolet,Bolt,CA,Post St. and Leavenworth St. ,San Francisco,San Francisco,CA,94109,0,-1,2,2,0 3 ,2015,Sienna,CA,-1,-1,2,-1,-1,0,"A Cruise autonomous vehicle (“Cruise AV”) operating in autonomous mode, was traveling northbound on Leavenworth Street at the intersection with Post Street when the Cruise AV yielded to a public transit bus changing into the Cruise AV’s lane from the right adjacent lane. The driver of the Cruise AV disengaged from autonomous mode and, shortly thereafter, another vehicle made contact with the left rear corner of the Cruise AV, damaging the Cruise AV’s left rear fascia and the other vehicle’s right front fascia. There were no injuries and police were not called.",0,0,0,0,0,0,7,7,1,9,-1,2,-1,
Zoox Inc.,Zoox Inc,12/19/2019,09:45,0,2016,Toyota,Highlander,CA,NB Kearny Street before Post Street,San Francisco,San Francisco,CA,94108,0,2,2,3,26 29 ,2014,Ford,CA,0,2,2,-1,-1,1,"On December 19, 2019 at approximately 9:44AM, a Zoox vehicle operating in manual mode was struck on the passenger side fender by a bus. The Zoox vehicle was traveling north on Kearny in the right most lane when the bus attempted to lane change in front of the Zoox vehicle, impacting its front passenger side sensors and fender. The bus was traveling less than 2mph when it hit the Zoox vehicle, which was stopped. There were no injuries.",1,1,0,0,0,0,7,7,1,9,1,1,-1,
Waymo LLC,Waymo LLC,12/20/2019,09:13,0,2017,Chrysler,Pacifica,CA,Whisman Station Drive and Central Expressway,Mountain View,Santa Clara,CA,94043,1,-1,2,2,1,2015,Mercedes-Benz C300,CA,0,-1,2,-1,-1,1,"A Waymo Autonomous Vehicle (“Waymo AV”) was stopped in manual mode in the slip lane from southbound Whisman Station Drive to northbound Central Expressway in Mountain View when it was rear-ended. The Waymo AV test driver was yielding to approaching traffic when a passenger vehicle made contact with the Waymo AV’s rear bumper at approximately 2 MPH. The Waymo AV sustained minor damage to its rear bumper, and the passenger vehicle sustained minor damage to its front bumper. No injuries were reported at the scene.",0,0,0,0,0,0,7,7,0,1,-1,2,-1,
Zoox Inc.,Zoox Inc,12/20/2019,09:00,0,2016,Toyota,Highlander,CA,Kearny Street and Jackson Street,San Francisco,San Francisco,CA,94108,0,2,2,3,0 3 ,2017,HONDA CIVIC LX,CA,0,2,2,-1,-1,1,"On December 20, 2019 at approximately 9:00AM, a stationary Zoox vehicle operating in manual mode was struck on its rear drivers' side by another vehicle traveling <10mph. The Zoox vehicle was traveling north on Kearny making a right onto Jackson. The Zoox vehicle was stopped while yielding to a pedestrian crossing Jackson. The vehicle directly behind the Zoox vehicle drove around the left side of the Zoox vehicle in an attempt to pass, clipping the left rear sensors with it's passenger side side-view mirror. There were no injuries.",1,1,0,0,0,0,7,7,3,1,2,1,-1,
GM Cruise LLC,Cruise,12/27/2019,04:56,1,2020,Chevrolet,Bolt,CA,850 Stanyan St. ,San Francisco,San Francisco,CA,94117,0,-1,2,2,22,Empty,Bus,CA,0,-1,2,-1,-1,1,"A Cruise autonomous vehicle (“Cruise AV”), operating in autonomous mode, was traveling southbound on Stanyan Street at the intersection with Beulah Street when a lane-encroaching municipal city bus in the right adjacent lane attempted to pass the Cruise AV. The driver of the Cruise AV disengaged from autonomous mode and, shortly thereafter, the city bus made contact with the right side of the Cruise AV, damaging the Cruise AV’s right articulating radar casing. There were no injuries. Police were called but not dispatched to the scene.",0,0,1,1,0,0,7,7,1,8,-1,1,-1,
GM Cruise LLC,Cruise,01/02/2020,08:24,0,2020,Chevrolet,Bolt,CA,Clement St between 24th Ave and 25th Ave,San Francisco,San Francisco,CA,94121,1,-1,2,2,28,1998,Econoline,CA,0,-1,2,-1,-1,1,"A Cruise autonomous vehicle (“Cruise AV”) being driven in conventional mode was involved in a collision on eastbound Clement Street between 24th and 25th Avenues. While the Cruise AV was parked parallel to the curb on the street, another vehicle reversing out of its parallel parking spot made contact with the front bumper of the Cruise AV, damaging the Cruise AV’s front center radar bracket assembly. There were no injuries and police were not called.",0,0,0,0,0,0,7,7,14,10,-1,0,-1,
Waymo LLC,Waymo LLC,01/07/2020,10:05,0,2017,Chrysler,Pacifica,CA,Nita Avenue and San Antonio Road,Palo Alto,Santa Clara,CA,94306,1,-1,2,2,0 1 ,Empty,Chevrolet,CA,0,-1,2,-1,-1,0,"A Waymo Autonomous Vehicle (“Waymo AV”) was stopped in autonomous mode in the slip lane from westbound Nita Avenue to northbound San Antonio Road in Palo Alto when it was rear-ended. The Waymo AV was yielding to approaching traffic when a commercial box truck made contact with the Waymo AV’s rear bumper at approximately 3 MPH. The Waymo AV sustained minor damage to its rear bumper, and the commercial box truck left without exchanging information. Waymo contacted the Palo Alto Police Department and a police report was filed. No injuries were reported at the scene.",0,0,0,0,0,0,7,7,0,1,-1,2,-1,
Zoox Inc.,Zoox,01/08/2020,09:10,0,2016,Toyota,Highlander,CA,Green St. and Grant St. ,San Francisco,San Francisco,CA,94133,1,2,2,3,0,2000,BMW 328ci,CA,0,2,2,-1,-1,1,"A Zoox vehicle was parked with hazard lights blinking while in manual mode on Green St. facing east towards Varennes St. A car reversed from a horizontal parking spot of the oncoming lane and made contact with the rear left corner of the Zoox Vehicle, damaging the sensors. Police were not called.",0,0,0,0,0,0,7,7,0,6,-1,2,-1,
GM Cruise LLC,Cruise,01/12/2020,12:40,1,2020,Chevrolet,Bolt,CA,Clipper St. and Portola Dr. ,San Francisco,San Francisco,CA,Empty,0,2,1,2,19,Empty,Empty,Empty,-1,-1,Empty,-1,-1,1,"A Cruise autonomous vehicle (“Cruise AV”) being driven in conventional mode was involved in a single-car collision on northbound Clipper Street near the intersection with westbound Portola Drive. While the driver of the Cruise AV began to turn left onto Portola, the driver made contact with the traffic island, damaging the Cruise AV’s front left wheel assembly. There were no injuries and police were not called.",0,-1,0,-1,0,-1,7,-1,4,-1,4,-1,-1,
Zoox Inc.,Zoox,01/13/2020,06:15,1,2016,Toyota,Highlander,CA,Mason St. and Sutter St.,San Francisco,San Francisco,CA,94108,1,2,2,1,-1,2011,Toyota Camry,CA,0,2,2,-1,-1,1,"A Zoox vehicle was in manual mode, stopped at a red light at the intersection of Mason St. and Sutter St. facing south. A vehicle behind it made low-speed contact with the rear of the Zoox vehicle. There was no damage. Police were not called.",0,0,2,2,0,0,7,7,0,1,-1,2,-1,
"Aurora Innovation, Inc.",Aurora,01/14/2020,11:13,0,2017,Lincoln,MKZ,California,Lafayette St. and Benton St.,Santa Clara,Santa Clara,CA,95050,1,-1,2,1,-1,1995,Jeep Wrangler,CA,0,-1,2,-1,-1,1,"On 01/14/2020 at 11:13 AM, the Aurora vehicle -- while at a complete stop at a red light at the intersection of Lafayette  St and Benton St. in Santa Clara -- was rear-ended on the driver's side rear fender by a Jeep Wrangler, when it attempted to navigate around the stopped Aurora vehicle. There were no injuries to the occupants of either vehicle, nor damage to either vehicle.",0,0,0,0,-1,-1,7,7,0,8,2,0,19,
Zoox Inc.,Zoox,01/14/2020,03:46,1,2016,Toyota,Highlander,CA,5th St. and Folsom St. ,San Francisco ,San Francisco ,CA,94107,0,2,2,2,0,Empty,Empty,Empty,0,2,2,-1,-1,1,"A Zoox vehicle in manual mode was in traffic on 5th St, south of Folsom St., when the car immediately behind it passed on the left. That car made contact with the left-rear bumper of the Zoox vehicle, causing a minor scratch. The driver of the Zoox vehicle then pulled over to assess damage and exchange driver information, but the other vehicle did not stop. There were no injuries, and police were not called.",1,1,0,0,0,0,7,7,1,9,-1,2,-1,
Zoox Inc.,Zoox,01/21/2020,08:44,0,2016,Toyota,Highlander,CA,3rd St. and Mission St.,San Francisco,San Francisco,CA,94103,0,2,2,2,1,Empty,Empty,Empty,0,2,2,-1,-1,1,"A Zoox vehicle was traveling in manual mode on 3rd St. towards Mission St. when a car merged into the lane behind it. While the Zoox vehicle yielded to a bus, the car behind the Zoox vehicle made contact with the Zoox vehicle's rear bumper, damaging some sensors. The Zoox vehicle driver pulled over to assess the damage and exchange driver information but the other vehicle did not stop. There were no injuries and police were not called. ",0,0,0,0,0,0,7,7,1,9,-1,2,-1,
Zoox Inc.,Zoox,01/21/2020,11:08,0,2016,Toyota ,Highlander,CA,Broadway St. and Powell St.,San Francisco,San Francisco,CA,94133,0,2,2,2,22,2008,All Weather Architectural Aluminum  Freightliner / Hino Truck,CA,1,2,2,-1,-1,0,"A Zoox vehicle traveling in autonomous mode on Broadway St. towards Powell St. encountered a double-parked flatbed truck. The Zoox vehicle began to maneuver around the stationary truck and made slight contact with the left rear of the truck, causing a scrape on the passenger-side door of the Zoox vehicle; there was no damage to the truck. There were no injuries and police were not called.",0,0,0,0,0,0,7,7,8,0,1,-1,-1,
GM Cruise LLC,Cruise,01/25/2020,08:10,0,2020,Chevrolet,Bolt,CA,4307 24th St,San Francisco,San Francisco,CA,94114,0,-1,2,1,-1,2007,Audi,CA,-1,-1,2,-1,-1,1,"A Cruise autonomous vehicle (“Cruise AV”) being driven in conventional mode was involved in a collision on westbound 24th Street between Douglass Street and Hoffman Avenue. While the driver of the Cruise AV attempted to reverse into a parallel parking spot, the driver made contact with another parked vehicle’s front bumper, damaging the other vehicle’s front center bumper. There were no injuries and police were not called.",0,0,0,0,0,0,7,7,6,14,-1,7,-1,
Waymo LLC,Waymo LLC,01/28/2020,11:30,0,2017,Chrysler,Pacifica,CA,Oro Way at Space Park Way,Mountain View,Santa Clara,CA,94043,0,-1,1,2,10,Empty,Empty,Empty,-1,-1,Empty,-1,-1,1,A Waymo Autonomous Vehicle (“Waymo AV”) was being driven in manual mode and attempting to exit Santiago Villa Mobile Home Park in Mountain View by turning right from southbound Oro Way to westbound Space Park Way when it made contact with a stationary object. The Waymo AV’s test driver was making a sharp right turn and the Waymo AV’s rear passenger side door and wheel well scraped a wall at approximately 1 MPH. The Waymo AV sustained minor damage. No injuries were reported at the scene.,1,-1,0,-1,0,-1,4,-1,3,-1,1,-1,-1,
GM Cruise LLC,Cruise,01/29/2020,10:10,0,2020,Chevrolet,Bolt,CA,1170 Columbus Av,San Francisco,San Francisco,CA,94133,0,-1,2,1,-1,2015,Honda,CA,0,-1,2,2,3,0,"A Cruise autonomous vehicle (“Cruise AV”), operating in autonomous mode, was traveling northwest bound on Columbus Street approaching the intersection with Jones Street when the Cruise AV slowed down. The driver of the Cruise AV disengaged from autonomous mode and, shortly thereafter, another vehicle, changing into the Cruise AV’s lane from the left adjacent lane, made contact with the rear bumper of the Cruise AV. There were no injuries reported at the scene by either party and police were not called. Both of the Cruise AV test operators later mentioned neck and shoulder pain.",0,0,0,0,0,0,7,7,1,1,2,-1,-1,
GM Cruise LLC,Cruise,01/31/2020,05:47,1,2020,Chevrolet,Bolt,CA,22 Castro St,San Francisco,San Francisco,CA,94114,1,-1,2,1,-1,2008,Ford,CA,0,-1,2,2,3,0,"A Cruise autonomous vehicle (“Cruise AV”), operating in autonomous mode, was making a left turn onto eastbound Duboce Avenue from southbound Castro Street when the Cruise AV yielded to an oncoming car. The driver of the Cruise AV disengaged from autonomous mode and, shortly thereafter, another vehicle made contact with the rear bumper of the Cruise AV. There were no injuries reported at the scene by either party and police were not called. Both of the Cruise AV test operators later mentioned neck and back pain.",0,0,0,0,0,0,7,7,4,1,2,-1,-1,
GM Cruise LLC,Cruise,02/05/2020,08:57,0,2020,Cheverolet,Bolt,CA,901 Jones St,San Francisco,San Francisco,CA,94109,1,-1,2,1,-1,2002,Lexus,CA,0,-1,2,3,-1,1,"A Cruise autonomous vehicle (""Cruise AV"") being driven in conventional mode was involved in a collision on eastbound Bush Street near the intersection with Jones Street. While the driver of the Cruise AV was stopped in traffic, another vehicle made contact with the rear bumper of the Cruise AV. There were no injuries reported at the scene by either party and police were not called. The Cruise AV test operator sitting in the front passenger seat later mentioned neck and back pain.",0,0,0,0,0,0,7,7,0,1,-1,2,-1,
GM Cruise LLC,Cruise,02/09/2020,09:16,1,2020,Chevrolet,Bolt,CA,Sickles Ave and Mission St,San Francisco,San Francisco,CA,94112,1,-1,2,3,1,2010,Lexus,CA,0,-1,2,-1,-1,0,"A Cruise autonomous vehicle (""Cruise AV""), operating in autonomous mode, was traveling southeast bound on Sickles Avenue toward the intersection with Mission Street in the left turn lane; when the Cruise AV yielded to another vehicle that encroached into the Cruise AV’s lane from the right adjacent lane. Shortly thereafter, a second vehicle made contact with the rear bumper of the Cruise AV, damaging the Cruise AV’s rear impact bar and a radar mounting bracket and the other vehicle’s front bumper. There were no injuries and police were not called.",0,0,2,2,0,0,7,7,1,1,-1,2,-1,
Waymo LLC,Waymo LLC,02/12/2020,04:53,1,2017,Chrysler,Pacifica,CA,2042 Midvale Ave.,Los Angeles,Los Angeles,CA,90025,0,-1,2,2,22,2019,Chevrolet Equinox,CA,-1,-1,2,-1,-1,1,A Waymo Autonomous Vehicle (“Waymo AV”) was being driven in manual mode on northbound Midvale Avenue approaching La Grange Avenue in Los Angeles when the Waymo AV’s right side mirror made contact with the left side mirror of a parked vehicle. The Waymo AV’s test driver was attempting to move to the right to give space to an oncoming vehicle when it made contact with the parked vehicle’s left side mirror while traveling at approximately 16 MPH. The side mirror on the Waymo AV and side mirror on the parked vehicle both sustained minor damage. No injuries were reported at the scene.,0,0,0,0,0,0,7,7,1,14,1,-1,-1,
Waymo LLC,Waymo LLC,02/14/2020,05:52,1,2017,Chrysler,Pacifica,CA,Park Drive at Miramonte Avenue,Mountain View,Santa Clara,CA,94040,1,-1,2,2,1,2008,Honda Odyssey,CA,0,-1,2,-1,-1,0,"A Waymo Autonomous Vehicle (“Waymo AV”) was stopped in autonomous mode turning right from eastbound Park Drive onto southbound Miramonte Avenue in Mountain View when it was rear-ended. The Waymo AV was yielding to approaching traffic when a passenger vehicle made contact with the Waymo AV’s rear bumper at approximately 6 MPH. The Waymo AV sustained minor damage to its rear bumper, and the passenger vehicle sustained minor damage to its front bumper. No injuries were reported at the scene.",0,0,1,1,0,0,7,7,0,1,-1,2,-1,
Zoox Inc.,Zoox,02/21/2020,09:25,0,2016,Toyota,Highlander,CA,California St and Mason Street,San Francisco,San Francisco,CA,94108,0,2,2,2,19 23 ,2011,Kia Soul Sport,CA,0,2,2,-1,-1,1,"A Zoox vehicle was in manual mode, turning left onto Mason Street from California Street, facing south. A car reversed from a horizontal parking spot on the left and made contact with the Zoox vehicle's front left wheel, causing minor damage. There were no injuries and police were not called.",0,0,0,0,0,0,7,7,4,6,0,2,-1,
Waymo LLC,Waymo LLC,02/26/2020,12:45,1,2017,Chrysler,Pacifica,CA,Central Expressway and Shoreline Boulevard,Mountain View,Santa Clara,CA,94043,1,-1,2,3,0 1 2 ,2019,Mercedes-Benz C300,CA,0,-1,2,-1,-1,1,"A Waymo Autonomous Vehicle (“Waymo AV”) was traveling in autonomous mode, entering the slip lane onto northbound Central Expressway from the northbound S. Shoreline Boulevard ramp in Mountain View, when it began braking to yield to approaching traffic on Central Expressway. As the Waymo AV slowed down, the Waymo AV test driver disengaged and brought the Waymo AV to a stop. Moments later a passenger vehicle made contact with the Waymo AV’s rear bumper at approximately 15 MPH. The Waymo AV sustained moderate damage to its rear bumper, and the other vehicle had moderate damage to its front bumper. No injuries were reported.",0,0,0,0,0,0,7,7,0,1,-1,2,5,
Zoox Inc.,Zoox,02/26/2020,11:28,0,2016,Toyota ,Highlander,CA,Montgomery St and Clay St,San Francisco,San Francisco,CA,94111,0,2,2,3,10 14 ,2012,Honda Cr-V Ex,CA,0,2,2,-1,-1,0,"A Zoox vehicle was in autonomous mode while making a right lane change on Montgomery St facing north towards Clay St. A car entered traffic from a stop sign intersection on right without stopping and struck the Zoox vehicle's rear passenger side door, causing moderate damage. There were no injuries and police were not called.",0,0,0,0,0,0,7,7,9,11,-1,3,-1,
Zoox Inc.,Zoox,02/26/2020,08:52,1,2016,Toyota ,Highlander,CA,Montgomery St and Pacific St,San Francisco,San Francisco,CA,94133,1,2,2,2,19,Empty,Empty,Empty,0,2,2,-1,-1,0,"A Zoox vehicle was stationary in autonomous mode on Montgomery St facing north towards Broadway St, yielding for an oncoming bus encroaching upon its lane. The bus struck the driver's side mirror, causing it to fold with minor damage. The bus driver did not stop, so no information was exchanged. There were no injuries and police were not called.",0,0,2,2,0,0,7,7,0,13,-1,1,-1,
Waymo LLC,Waymo LLC,03/10/2020,07:57,0,2017,Chrysler,Pacifica,CA,Whisman Station Drive at Central Expressway,Mountain View,Santa Clara,CA,94043,0,-1,2,2,0,Empty,Honda Odyssey,CA,0,-1,2,-1,-1,0,"A Waymo Autonomous Vehicle (“Waymo AV”) was in autonomous mode in the slip lane from southbound Whisman Station Drive to northbound Central Expressway in Mountain View when it was rear-ended. The Waymo AV was yielding to approaching traffic on Central Expressway when a passenger vehicle made contact with the Waymo AV’s rear bumper at approximately 4 MPH. The Waymo AV sustained minor damage to its rear bumper, and the passenger vehicle sustained minor damage to its front bumper. No injuries were reported.",0,0,0,0,0,0,7,7,1,1,-1,2,-1,
"Pony.AI, Inc.",Pony.ai,05/30/2020,10:19,0,2019,Hyundai,KONA,CA,Corner of Harvard and Barranca,Irvine,Orange County,CA,92606,1,-1,2,3,0 1 ,2011,Ford Mustang,CA,0,-1,1,-1,-1,0,"The Pony.ai autonomous vehicle (""Pony.ai AV"") stopped at a red light on the corner of Harvard Ave and Barranca Parkway, preparing to make a right turn on red. The Pony.ai AV crept into the intersection before stopping to yield to oncoming traffic. While stopped, the Pony.ai AV was rear-ended by the vehicle behind it (""Vehicle 2""). The contact between the vehicles caused a moderate dent to the back of the Pony.ai AV and minor damage to Vehicle 2. Both drivers pulled over to the side of the roadway and exchanged information. There were no injuries reported and the police were not called. ",0,0,0,0,0,0,7,7,0,1,-1,0,-1,
GM Cruise LLC,Cruise,06/01/2020,10:36,0,2020,Chevrolet,Bolt,CA,Mission St. and 10th St.,San Francisco,San Francisco,CA,94103,1,-1,2,2,2,Empty,Chevrolet Astro,CA,0,-1,2,2,3,0,"A Cruise autonomous vehicle (“Cruise AV”), operating in autonomous mode, was coming to a complete stop in response to stopped traffic on southwest bound Mission Street near the intersection with 10th Street when another vehicle approaching from the rear made contact with the Cruise AV’s rear bumper, damaging the rear right fascia light bracket. The driver of the other vehicle left the scene without exchanging information. Both of the Cruise AV test operators mentioned back pain at the scene but police were not called.",0,0,0,0,0,0,7,7,0,1,-1,2,-1,
Waymo LLC,Waymo LLC,06/15/2020,01:20,1,2017,Chrysler,Pacifica,CA,Alma Street at Alma Village Circle,Palo Alto,Santa Clara,CA,94306,1,-1,2,2,1,2001,Dodge Dakota,CA,0,-1,2,-1,-1,0,"A Waymo Autonomous Vehicle (“Waymo AV”) was stopped in autonomous mode on northbound Alma Street at Alma Village Circle in Palo Alto when it was rear-ended. The Waymo AV was stopped in traffic for a red light when a passenger vehicle made contact with the Waymo AV’s rear bumper at approximately 2 MPH. The Waymo AV sustained minor damage to its rear bumper and hatch, and the passenger vehicle sustained minor damage to its front bumper. No injuries were reported.",0,0,0,0,0,0,7,7,0,1,-1,2,-1,
Waymo LLC,Waymo LLC,07/09/2020,06:34,1,2017,Chrysler,Pacifica,CA,Glenbrook Avenue and Palo Alto Avenue,San Francisco,San Francisco,CA,94131,0,-1,1,2,10,Empty,Empty,Empty,-1,-1,Empty,-1,-1,1,A Waymo Autonomous Vehicle (“Waymo AV”) was making a turn in manual mode from westbound Palo Alto Avenue onto northbound Glenbrook Avenue in San Francisco when it made contact with a curb. The Waymo AV test driver was making a right turn when the right rear tire of the Waymo AV made contact with a curb at approximately 10 MPH. The Waymo AV’s right rear tire deflated following the curb contact. No injuries were reported.,0,-1,0,-1,0,-1,7,-1,3,-1,4,-1,-1,
Zoox Inc.,Zoox Inc,07/14/2020,01:50,1,2016,Toyota,Highlander,CA,Vallejo Street and Davis Street,San Francisco,San Francisco,CA,94111,0,2,2,2,26 29 ,Empty,Empty,CA,1,2,Empty,-1,-1,0,A Zoox vehicle in autonomous mode was making a left turn from Davis Street onto Vallejo Street and encountered a semi-truck flatbed parked in the intersection. The Zoox vehicle made contact with the rear right side of the truck at a very low speed. There was minor damage to the Zoox vehicle and no damage to the truck. There were no injuries and police were not called. ,0,0,0,0,0,0,7,7,4,0,1,1,-1,
GM Cruise LLC,Cruise,07/25/2020,04:53,1,2020,Autonomous,9FM48,CA,Taraval St. and 21st Ave.,San Francisco,San Francisco,CA,94116,0,2,1,2,22,Empty,Empty,Empty,-1,-1,Empty,2,3,1,"A Cruise autonomous vehicle (“Cruise AV”) being driven in conventional mode was involved in a single-car collision on westbound Taraval Street near the intersection with 21st Avenue. After completing a right turn onto Taraval from 21st, the driver of the Cruise AV turned into a parallel parking space and made contact with the curb, damaging the Cruise AV’s front right tire. There were no injuries and police were not called.",0,-1,0,-1,0,-1,7,-1,10,-1,4,-1,-1,
